service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
243,0,0,0,0,0,0,0,20200520,20200818
244,0,0,0,0,0,0,0,20200520,20200818
245,0,0,0,0,0,0,0,20200520,20200818
246,0,0,0,0,0,0,0,20200520,20200818
247,0,0,0,0,0,0,0,20200520,20200818
248,0,0,0,0,0,0,0,20200520,20200818
249,0,0,0,0,0,0,0,20200520,20200818
250,0,0,0,0,0,0,0,20200520,20200818
252,1,1,1,1,1,0,0,20200520,20200818
254,0,0,0,0,0,0,0,20200520,20200818
255,0,0,0,0,0,0,0,20200520,20200818
256,0,0,0,0,0,0,0,20200520,20200818
257,0,0,0,0,0,0,0,20200520,20200818
262,0,0,0,0,0,0,0,20200520,20200818
263,0,0,0,0,0,0,0,20200520,20200818
264,0,0,0,0,0,0,0,20200520,20200818
265,0,0,0,0,0,0,0,20200520,20200818
266,0,0,0,0,0,0,0,20200520,20200818
267,0,0,0,0,0,0,0,20200520,20200818
268,0,0,0,0,0,0,0,20200520,20200818
269,0,0,0,0,0,0,0,20200520,20200818
271,0,0,0,0,0,0,0,20200520,20200818
272,0,0,0,0,0,0,0,20200520,20200818
285,0,0,0,0,0,0,0,20200520,20200818
286,0,0,0,0,0,0,0,20200520,20200818
287,0,0,0,0,0,0,0,20200520,20200818
288,0,0,0,0,0,0,0,20200520,20200818
336,0,0,0,0,0,0,0,20200520,20200818
337,0,0,0,0,0,0,0,20200520,20200818
338,0,0,0,0,0,0,0,20200520,20200818
339,0,0,0,0,0,0,0,20200520,20200818
340,0,0,0,0,0,0,0,20200520,20200818
341,0,0,0,0,0,0,0,20200520,20200818
342,0,0,0,0,0,0,0,20200520,20200818
343,0,0,0,0,0,0,0,20200520,20200818
344,0,0,0,0,0,0,0,20200520,20200818
345,0,0,0,0,0,0,0,20200520,20200818
346,0,0,0,0,0,0,0,20200520,20200818
347,0,0,0,0,0,0,0,20200520,20200818
348,0,0,0,0,0,0,0,20200520,20200818
349,0,0,0,0,0,0,0,20200520,20200818
350,0,0,0,0,0,0,0,20200520,20200818
351,0,0,0,0,0,0,0,20200520,20200818
352,1,1,1,1,1,0,0,20200520,20200818
353,1,1,1,1,1,0,0,20200520,20200818
354,0,0,0,0,0,1,0,20200520,20200818
357,1,1,1,1,1,0,0,20200520,20200818
358,1,1,1,1,1,0,0,20200520,20200818
359,1,1,1,1,1,0,0,20200520,20200818
360,1,1,1,1,1,0,0,20200520,20200818
361,1,1,1,1,1,0,0,20200520,20200818
362,1,1,1,1,1,0,0,20200520,20200818
369,0,0,0,0,0,1,0,20200520,20200818
370,0,0,0,0,0,1,0,20200520,20200818
371,0,0,0,0,0,1,0,20200520,20200818
372,0,0,0,0,0,1,0,20200520,20200818
373,0,0,0,0,0,1,0,20200520,20200818
374,0,0,0,0,0,1,0,20200520,20200818
375,0,0,0,0,0,0,1,20200520,20200818
376,0,0,0,0,0,0,1,20200520,20200818
377,0,0,0,0,0,0,1,20200520,20200818
378,0,0,0,0,0,0,1,20200520,20200818
379,0,0,0,0,0,0,1,20200520,20200818
380,0,0,0,0,0,0,1,20200520,20200818
394,0,0,0,0,0,0,0,20200520,20200818
395,0,0,0,0,0,0,0,20200520,20200818
396,0,0,0,0,0,0,0,20200520,20200818
397,0,0,0,0,0,0,0,20200520,20200818
413,0,0,0,0,0,0,0,20200520,20200818
414,1,0,1,0,1,0,0,20200520,20200818
415,0,0,0,0,0,0,0,20200520,20200818
421,1,1,1,1,1,0,0,20200520,20200818
437,0,0,0,0,0,0,1,20200520,20200818
444,0,1,0,1,0,0,0,20200520,20200818
445,0,0,0,0,0,1,0,20200520,20200818
446,0,0,0,0,0,1,0,20200520,20200818
447,0,0,0,0,0,1,0,20200520,20200818
448,0,0,0,0,0,1,0,20200520,20200818
449,0,0,0,0,0,1,0,20200520,20200818
450,0,0,0,0,0,1,0,20200520,20200818
471,0,1,1,1,0,0,0,20200520,20200818
472,1,1,1,1,1,0,0,20200520,20200818
473,1,1,1,1,1,0,0,20200520,20200818
474,1,1,1,1,1,0,0,20200520,20200818
475,0,0,0,1,0,0,0,20200520,20200818
476,0,0,0,0,1,0,0,20200520,20200818
477,0,0,0,0,0,1,0,20200520,20200818
478,1,1,1,1,1,0,0,20200520,20200818
479,0,0,0,0,0,1,0,20200520,20200818
480,0,0,0,0,1,0,0,20200520,20200818
482,0,0,0,0,0,1,0,20200520,20200818
483,1,0,0,0,1,0,0,20200520,20200818
484,0,1,0,1,0,0,0,20200520,20200818
485,1,1,1,1,1,0,0,20200520,20200818
486,0,0,1,0,0,0,0,20200520,20200818
487,0,0,0,0,0,0,1,20200520,20200818
488,1,1,1,1,1,0,0,20200520,20200818
492,0,0,0,1,0,0,0,20200520,20200818
493,1,1,1,1,1,0,0,20200520,20200818
494,1,1,1,1,1,0,0,20200520,20200818
497,0,0,0,0,0,1,0,20200520,20200818
499,0,0,1,0,0,0,0,20200520,20200818
500,0,1,0,0,0,0,0,20200520,20200818
501,1,1,1,0,1,0,0,20200520,20200818
502,1,1,0,1,1,0,0,20200520,20200818
503,1,0,1,1,1,0,0,20200520,20200818
504,1,1,1,0,1,0,0,20200520,20200818
505,0,0,0,0,0,1,0,20200520,20200818
S73620_456,0,0,0,0,0,1,0,20200524,20200818
S73620_454,0,0,0,0,0,1,0,20200524,20200818
S73621_456,0,0,0,0,0,1,0,20200524,20200818
S73621_454,0,0,0,0,0,1,0,20200524,20200818
S61868_32,1,1,1,1,1,0,0,20200520,20200523
S61868_14,0,0,0,0,0,1,0,20200520,20200523
S61868_21,0,0,0,0,0,0,1,20200520,20200523
S73622_32,1,1,1,1,1,0,0,20200524,20200818
S73622_14,0,0,0,0,0,1,0,20200524,20200818
S73622_21,0,0,0,0,0,0,1,20200524,20200818
S61869_32,1,1,1,1,1,0,0,20200520,20200523
S73623_32,1,1,1,1,1,0,0,20200524,20200818
S61871_15,1,1,1,1,1,0,0,20200520,20200523
S73624_15,1,1,1,1,1,0,0,20200524,20200818
S61872_32,1,1,1,1,1,0,0,20200520,20200523
S61872_14,0,0,0,0,0,1,0,20200520,20200523
S61872_21,0,0,0,0,0,0,1,20200520,20200523
S73625_32,1,1,1,1,1,0,0,20200524,20200818
S73625_14,0,0,0,0,0,1,0,20200524,20200818
S73625_21,0,0,0,0,0,0,1,20200524,20200818
S61873_35,0,0,0,1,0,0,0,20200520,20200523
S61873_40,1,1,1,0,1,0,0,20200520,20200523
S73626_35,0,0,0,1,0,0,0,20200524,20200818
S73626_40,1,1,1,0,1,0,0,20200524,20200818
S61874_32,1,1,1,1,1,0,0,20200520,20200523
S73627_32,1,1,1,1,1,0,0,20200524,20200818
S66858_32,1,1,1,1,1,0,0,20200520,20200523
S66858_14,0,0,0,0,0,1,0,20200520,20200523
S66858_13,1,1,1,1,1,0,0,20200520,20200523
S66858_21,0,0,0,0,0,0,1,20200520,20200523
S73590_32,1,1,1,1,1,0,0,20200524,20200818
S73590_14,0,0,0,0,0,1,0,20200524,20200818
S73590_13,1,1,1,1,1,0,0,20200524,20200818
S73590_21,0,0,0,0,0,0,1,20200524,20200818
S66859_14,0,0,0,0,0,1,0,20200520,20200523
S66859_21,0,0,0,0,0,0,1,20200520,20200523
S73591_14,0,0,0,0,0,1,0,20200524,20200818
S73591_21,0,0,0,0,0,0,1,20200524,20200818
S66860_15,1,1,1,1,1,0,0,20200520,20200523
S73592_15,1,1,1,1,1,0,0,20200524,20200818
S66861_15,1,1,1,1,1,0,0,20200520,20200523
S73593_15,1,1,1,1,1,0,0,20200524,20200818
S68698_32,1,1,1,1,1,0,0,20200520,20200523
S68698_14,0,0,0,0,0,1,0,20200520,20200523
S68698_21,0,0,0,0,0,0,1,20200520,20200523
S73594_32,1,1,1,1,1,0,0,20200524,20200818
S73594_14,0,0,0,0,0,1,0,20200524,20200818
S73594_21,0,0,0,0,0,0,1,20200524,20200818
S66853_32,1,1,1,1,1,0,0,20200520,20200523
S66853_13,1,1,1,1,1,0,0,20200520,20200523
S66853_14,0,0,0,0,0,1,0,20200520,20200523
S66853_21,0,0,0,0,0,0,1,20200520,20200523
S73595_32,1,1,1,1,1,0,0,20200524,20200818
S73595_13,1,1,1,1,1,0,0,20200524,20200818
S73595_14,0,0,0,0,0,1,0,20200524,20200818
S73595_21,0,0,0,0,0,0,1,20200524,20200818
S66852_14,0,0,0,0,0,1,0,20200520,20200523
S66852_21,0,0,0,0,0,0,1,20200520,20200523
S73596_14,0,0,0,0,0,1,0,20200524,20200818
S73596_21,0,0,0,0,0,0,1,20200524,20200818
S66854_15,1,1,1,1,1,0,0,20200520,20200523
S73597_15,1,1,1,1,1,0,0,20200524,20200818
S66855_15,1,1,1,1,1,0,0,20200520,20200523
S73598_15,1,1,1,1,1,0,0,20200524,20200818
S66856_15,1,1,1,1,1,0,0,20200520,20200523
S73599_15,1,1,1,1,1,0,0,20200524,20200818
S66857_15,1,1,1,1,1,0,0,20200520,20200523
S73600_15,1,1,1,1,1,0,0,20200524,20200818
S68699_32,1,1,1,1,1,0,0,20200520,20200523
S68699_14,0,0,0,0,0,1,0,20200520,20200523
S68699_21,0,0,0,0,0,0,1,20200520,20200523
S73601_32,1,1,1,1,1,0,0,20200524,20200818
S73601_14,0,0,0,0,0,1,0,20200524,20200818
S73601_21,0,0,0,0,0,0,1,20200524,20200818
S71178_482,0,0,0,0,0,1,0,20200520,20200530
S71178_487,0,0,0,0,0,0,1,20200520,20200530
S71178_488,1,1,1,1,1,0,0,20200520,20200530
S73560_482,0,0,0,0,0,1,0,20200531,20200818
S73560_487,0,0,0,0,0,0,1,20200531,20200818
S73560_488,1,1,1,1,1,0,0,20200531,20200818
S71408_485,1,1,1,1,1,0,0,20200520,20200530
S71408_488,1,1,1,1,1,0,0,20200520,20200530
S73561_485,1,1,1,1,1,0,0,20200531,20200818
S73561_488,1,1,1,1,1,0,0,20200531,20200818
S71188_482,0,0,0,0,0,1,0,20200520,20200530
S71188_487,0,0,0,0,0,0,1,20200520,20200530
S71188_488,1,1,1,1,1,0,0,20200520,20200530
S73562_482,0,0,0,0,0,1,0,20200531,20200818
S73562_487,0,0,0,0,0,0,1,20200531,20200818
S73562_488,1,1,1,1,1,0,0,20200531,20200818
S71199_481,1,1,1,1,1,0,0,20200520,20200530
S71199_488,1,1,1,1,1,0,0,20200520,20200530
S73563_481,1,1,1,1,1,0,0,20200531,20200818
S73563_488,1,1,1,1,1,0,0,20200531,20200818
S73586_451,0,0,0,0,0,1,0,20200524,20200818
S73587_451,0,0,0,0,0,1,0,20200524,20200818
S73588_451,0,0,0,0,0,1,0,20200524,20200818
S73589_451,0,0,0,0,0,1,0,20200524,20200818
S71129_454,0,0,0,0,0,1,0,20200520,20200523
S71130_454,0,0,0,0,0,1,0,20200520,20200523
S73615_451,0,0,0,0,0,1,0,20200524,20200818
S73616_451,0,0,0,0,0,1,0,20200524,20200818
S70870_42,1,1,0,1,1,0,0,20200520,20200523
S70870_19,0,0,1,0,0,0,0,20200520,20200523
S73680_42,1,1,0,1,1,0,0,20200524,20200818
S73680_19,0,0,1,0,0,0,0,20200524,20200818
S71307_451,0,0,0,0,0,1,0,20200520,20200523
S71307_453,0,0,0,0,0,1,0,20200520,20200523
S71101_451,0,0,0,0,0,1,0,20200520,20200523
S71101_453,0,0,0,0,0,1,0,20200520,20200523
S71103_451,0,0,0,0,0,1,0,20200520,20200523
S71103_453,0,0,0,0,0,1,0,20200520,20200523
S71278_451,0,0,0,0,0,1,0,20200520,20200523
S71278_453,0,0,0,0,0,1,0,20200520,20200523
S71279_451,0,0,0,0,0,1,0,20200520,20200523
S71279_453,0,0,0,0,0,1,0,20200520,20200523
S71280_451,0,0,0,0,0,1,0,20200520,20200523
S71280_453,0,0,0,0,0,1,0,20200520,20200523
S73612_455,0,0,0,0,0,1,0,20200524,20200818
S73612_453,0,0,0,0,0,1,0,20200524,20200818
S73613_455,0,0,0,0,0,1,0,20200524,20200818
S73613_453,0,0,0,0,0,1,0,20200524,20200818
S73614_455,0,0,0,0,0,1,0,20200524,20200818
S73614_453,0,0,0,0,0,1,0,20200524,20200818
S63577_32,1,1,1,1,1,0,0,20200520,20200523
S63577_13,1,1,1,1,1,0,0,20200520,20200523
S73628_32,1,1,1,1,1,0,0,20200524,20200818
S73628_13,1,1,1,1,1,0,0,20200524,20200818
S70048_32,1,1,1,1,1,0,0,20200520,20200523
S70048_14,0,0,0,0,0,1,0,20200520,20200523
S70048_21,0,0,0,0,0,0,1,20200520,20200523
S70048_192,1,0,0,0,0,0,0,20200520,20200523
S73644_32,1,1,1,1,1,0,0,20200524,20200818
S73644_14,0,0,0,0,0,1,0,20200524,20200818
S73644_21,0,0,0,0,0,0,1,20200524,20200818
S73644_192,1,0,0,0,0,0,0,20200524,20200818
S70050_32,1,1,1,1,1,0,0,20200520,20200523
S70050_14,0,0,0,0,0,1,0,20200520,20200523
S70050_21,0,0,0,0,0,0,1,20200520,20200523
S70050_192,1,0,0,0,0,0,0,20200520,20200523
S73645_32,1,1,1,1,1,0,0,20200524,20200818
S73645_14,0,0,0,0,0,1,0,20200524,20200818
S73645_21,0,0,0,0,0,0,1,20200524,20200818
S73645_192,1,0,0,0,0,0,0,20200524,20200818
S70042_32,1,1,1,1,1,0,0,20200520,20200523
S73646_32,1,1,1,1,1,0,0,20200524,20200818
S70043_32,1,1,1,1,1,0,0,20200520,20200523
S73647_32,1,1,1,1,1,0,0,20200524,20200818
S70044_32,1,1,1,1,1,0,0,20200520,20200523
S73648_32,1,1,1,1,1,0,0,20200524,20200818
S70045_32,1,1,1,1,1,0,0,20200520,20200523
S73649_32,1,1,1,1,1,0,0,20200524,20200818
S70046_32,1,1,1,1,1,0,0,20200520,20200523
S73650_32,1,1,1,1,1,0,0,20200524,20200818
S70047_32,1,1,1,1,1,0,0,20200520,20200523
S73651_32,1,1,1,1,1,0,0,20200524,20200818
S70226_15,1,1,1,1,1,0,0,20200520,20200523
S73668_15,1,1,1,1,1,0,0,20200524,20200818
S70230_15,1,1,1,1,1,0,0,20200520,20200523
S73669_15,1,1,1,1,1,0,0,20200524,20200818
S71156_15,1,1,1,1,1,0,0,20200520,20200523
S73670_15,1,1,1,1,1,0,0,20200524,20200818
T2340040,1,1,1,1,1,0,0,20200520,20200818
T2340041,1,1,1,1,1,0,0,20200520,20200818
T2340042,1,1,1,1,1,0,0,20200520,20200818
T2340043,1,1,1,1,1,0,0,20200520,20200818
T2340185,0,0,0,0,0,0,1,20200520,20200818
T2340186,0,0,0,0,0,0,1,20200520,20200818
T2340187,0,0,0,0,0,0,1,20200520,20200818
T2340188,0,0,0,0,0,0,1,20200520,20200818
T2340189,0,0,0,0,0,0,1,20200520,20200818
T2340201,1,1,1,1,1,0,0,20200520,20200818
T2340202,1,1,1,1,1,0,0,20200520,20200818
T2340203,1,1,1,1,1,0,0,20200520,20200818
T2340204,1,1,1,1,1,0,0,20200520,20200818
T2340350,0,0,0,0,0,0,1,20200520,20200818
T2340351,0,0,0,0,0,0,1,20200520,20200818
T2340352,0,0,0,0,0,0,1,20200520,20200818
T2340353,0,0,0,0,0,0,1,20200520,20200818
T2340391,1,1,1,1,1,0,0,20200520,20200818
T2340392,1,1,1,1,1,0,0,20200520,20200818
T2340393,1,1,1,1,1,0,0,20200520,20200818
T2340394,1,1,1,1,1,0,0,20200520,20200818
T2340395,1,1,1,1,1,0,0,20200520,20200818
T2340396,1,1,1,1,1,0,0,20200520,20200818
T2340397,1,1,1,1,1,0,0,20200520,20200818
T2340398,1,1,1,1,1,0,0,20200520,20200818
T2340399,1,1,1,1,1,0,0,20200520,20200818
T2340400,1,1,1,1,1,0,0,20200520,20200818
T2340805,0,0,0,0,0,0,1,20200520,20200818
T2340806,0,0,0,0,0,0,1,20200520,20200818
T2340807,0,0,0,0,0,0,1,20200520,20200818
T2340808,0,0,0,0,0,0,1,20200520,20200818
T2340809,0,0,0,0,0,0,1,20200520,20200818
T2340810,0,0,0,0,0,0,1,20200520,20200818
T2340811,0,0,0,0,0,0,1,20200520,20200818
T2340812,0,0,0,0,0,0,1,20200520,20200818
T2340832,1,1,1,1,1,0,0,20200520,20200818
T2340833,1,1,1,1,1,0,0,20200520,20200818
T2340834,1,1,1,1,1,0,0,20200520,20200818
T2340835,1,1,1,1,1,0,0,20200520,20200818
T2340836,1,1,1,1,1,0,0,20200520,20200818
T2340842,1,1,1,1,1,0,0,20200520,20200818
T2340843,1,1,1,1,1,0,0,20200520,20200818
T2340844,1,1,1,1,1,0,0,20200520,20200818
T2340845,1,1,1,1,1,0,0,20200520,20200818
T2340846,1,1,1,1,1,0,0,20200520,20200818
T2340847,1,1,1,1,1,0,0,20200520,20200818
T2340978,0,0,0,0,0,0,1,20200520,20200818
T2340979,0,0,0,0,0,0,1,20200520,20200818
T2340980,0,0,0,0,0,0,1,20200520,20200818
T2340981,0,0,0,0,0,0,1,20200520,20200818
T2340982,0,0,0,0,0,0,1,20200520,20200818
T2340983,0,0,0,0,0,0,1,20200520,20200818
T2341142,1,1,1,1,1,0,0,20200520,20200818
T2341143,1,1,1,1,1,0,0,20200520,20200818
T2341144,1,1,1,1,1,0,0,20200520,20200818
T2341145,1,1,1,1,1,0,0,20200520,20200818
T2341146,1,1,1,1,1,0,0,20200520,20200818
T2341147,1,1,1,1,1,0,0,20200520,20200818
T2341416,1,1,1,1,1,0,0,20200520,20200818
T2341417,1,1,1,1,1,0,0,20200520,20200818
T2341418,1,1,1,1,1,0,0,20200520,20200818
T2341419,1,1,1,1,1,0,0,20200520,20200818
T2341420,1,1,1,1,1,0,0,20200520,20200818
T2341421,1,1,1,1,1,0,0,20200520,20200818
T2341422,1,1,1,1,1,0,0,20200520,20200818
T2341423,1,1,1,1,1,0,0,20200520,20200818
T2341424,1,1,1,1,1,0,0,20200520,20200818
T2341425,1,1,1,1,1,0,0,20200520,20200818
T2341843,1,1,1,1,1,0,0,20200520,20200818
T2341844,1,1,1,1,1,0,0,20200520,20200818
T2341845,1,1,1,1,1,0,0,20200520,20200818
T2341846,1,1,1,1,1,0,0,20200520,20200818
T2341847,1,1,1,1,1,0,0,20200520,20200818
T2341848,1,1,1,1,1,0,0,20200520,20200818
T2341849,1,1,1,1,1,0,0,20200520,20200818
T2341850,1,1,1,1,1,0,0,20200520,20200818
T2341851,1,1,1,1,1,0,0,20200520,20200818
T2342532,1,1,1,1,1,0,0,20200520,20200818
T2342542,1,1,1,1,1,0,0,20200520,20200818
T2342543,1,1,1,1,1,0,0,20200520,20200818
T2342544,1,1,1,1,1,0,0,20200520,20200818
T2342545,1,1,1,1,1,0,0,20200520,20200818
T2342546,1,1,1,1,1,0,0,20200520,20200818
T2342547,1,1,1,1,1,0,0,20200520,20200818
T2342741,1,1,1,1,1,0,0,20200520,20200818
T2342742,1,1,1,1,1,0,0,20200520,20200818
T2342743,1,1,1,1,1,0,0,20200520,20200818
T2342744,1,1,1,1,1,0,0,20200520,20200818
T2342745,1,1,1,1,1,0,0,20200520,20200818
T2342746,1,1,1,1,1,0,0,20200520,20200818
T2342747,1,1,1,1,1,0,0,20200520,20200818
T2342748,1,1,1,1,1,0,0,20200520,20200818
T2342855,0,0,0,0,0,0,1,20200520,20200818
T2342856,0,0,0,0,0,0,1,20200520,20200818
T2342857,0,0,0,0,0,0,1,20200520,20200818
T2342858,0,0,0,0,0,0,1,20200520,20200818
T2342859,0,0,0,0,0,0,1,20200520,20200818
T2342860,0,0,0,0,0,0,1,20200520,20200818
T2342861,0,0,0,0,0,0,1,20200520,20200818
T2342985,0,0,0,0,0,0,1,20200520,20200818
T2342986,0,0,0,0,0,0,1,20200520,20200818
T2342987,0,0,0,0,0,0,1,20200520,20200818
T2342988,0,0,0,0,0,0,1,20200520,20200818
T2343217,1,1,1,1,1,0,0,20200520,20200818
T2343218,1,1,1,1,1,0,0,20200520,20200818
T2343219,1,1,1,1,1,0,0,20200520,20200818
T2343220,1,1,1,1,1,0,0,20200520,20200818
T2343259,1,1,1,1,1,0,0,20200520,20200818
T2343260,1,1,1,1,1,0,0,20200520,20200818
T2343261,1,1,1,1,1,0,0,20200520,20200818
T2343262,1,1,1,1,1,0,0,20200520,20200818
T2343263,1,1,1,1,1,0,0,20200520,20200818
T2343264,1,1,1,1,1,0,0,20200520,20200818
T2343265,1,1,1,1,1,0,0,20200520,20200818
T2343266,1,1,1,1,1,0,0,20200520,20200818
T2391595,1,1,1,1,1,0,0,20200520,20200818
T2391596,1,1,1,1,1,0,0,20200520,20200818
T2391597,1,1,1,1,1,0,0,20200520,20200818
T2391598,1,1,1,1,1,0,0,20200520,20200818
T2391599,1,1,1,1,1,0,0,20200520,20200818
T2391600,1,1,1,1,1,0,0,20200520,20200818
T2391601,1,1,1,1,1,0,0,20200520,20200818
T2391602,1,1,1,1,1,0,0,20200520,20200818
T2391955,1,1,1,1,1,0,0,20200520,20200818
T2392082,1,1,1,1,1,0,0,20200520,20200818
T2392083,1,1,1,1,1,0,0,20200520,20200818
T2392084,1,1,1,1,1,0,0,20200520,20200818
T2392085,1,1,1,1,1,0,0,20200520,20200818
T2392086,1,1,1,1,1,0,0,20200520,20200818
T2392087,1,1,1,1,1,0,0,20200520,20200818
T2392088,1,1,1,1,1,0,0,20200520,20200818
